,reward,year_month,requesterId,cohort
29917,2.3,2015-04,AXLI3O9CDOKL3,2015-02
29918,1.6,2015-05,AXLI3O9CDOKL3,2015-02
29919,0.4,2015-07,AXLI3O9CDOKL3,2015-02
29920,2.2,2015-08,AXLI3O9CDOKL3,2015-02
29921,0.8,2015-09,AXLI3O9CDOKL3,2015-02
29922,5.5,2015-10,AXLI3O9CDOKL3,2015-02
29923,0.56,2015-11,AXLI3O9CDOKL3,2015-02
29924,1.09,2015-12,AXLI3O9CDOKL3,2015-02
29925,4.79,2016-01,AXLI3O9CDOKL3,2015-02
29926,5.85,2016-02,AXLI3O9CDOKL3,2015-02
29927,5.4,2015-03,AXLXMY1CP3MAV,2015-02
29928,1.6,2015-04,AXLXMY1CP3MAV,2015-02
29929,0.3,2016-02,AXLXMY1CP3MAV,2015-02
29930,0.6,2015-02,AXPJR48PTZ1NC,2015-02
29931,2.0,2015-02,AXYINU6FUMM7E,2015-02
29932,0.55,2015-02,AXYQBUF1T5MZB,2015-02
29933,1.0,2015-02,AY94GUHI1XIKQ,2015-02
29934,114.4,2015-02,AYD6W22YHUYHE,2015-02
29935,0.8,2015-02,AYEYQRZDEEQLS,2015-02
29936,0.8,2015-03,AYEYQRZDEEQLS,2015-02
29937,0.8,2015-04,AYEYQRZDEEQLS,2015-02
29938,0.8,2015-06,AYEYQRZDEEQLS,2015-02
29939,3.2,2015-09,AYEYQRZDEEQLS,2015-02
29940,21.6,2015-10,AYEYQRZDEEQLS,2015-02
29941,1.0,2015-02,AYFH7OFH5HZQD,2015-02
29942,0.1,2015-02,AYGFOVOZJ9OYS,2015-02
29943,5.6,2015-02,AYMZY429QZE45,2015-02
29944,7.6,2015-03,AYMZY429QZE45,2015-02
29945,19.3,2015-04,AYMZY429QZE45,2015-02
29946,18.8,2015-05,AYMZY429QZE45,2015-02
29947,20.4,2015-06,AYMZY429QZE45,2015-02
29948,16.6,2015-07,AYMZY429QZE45,2015-02
29949,22.5,2015-08,AYMZY429QZE45,2015-02
29950,8.9,2015-09,AYMZY429QZE45,2015-02
29951,17.2,2015-10,AYMZY429QZE45,2015-02
29952,19.2,2015-11,AYMZY429QZE45,2015-02
29953,26.8,2015-12,AYMZY429QZE45,2015-02
29954,21.4,2016-01,AYMZY429QZE45,2015-02
29955,13.0,2016-02,AYMZY429QZE45,2015-02
29956,4.0,2015-02,AYN7CSDL16FXF,2015-02
29957,198.42,2015-02,AYNQ27DETMNHM,2015-02
29958,32.0,2015-02,AYUDDDGRKHXP2,2015-02
29959,1.0,2015-02,AYVPXR2X1N7C8,2015-02
29960,3.0,2015-03,AYVPXR2X1N7C8,2015-02
29961,1.5,2015-04,AYVPXR2X1N7C8,2015-02
29962,1.0,2015-07,AYVPXR2X1N7C8,2015-02
29963,0.5,2015-10,AYVPXR2X1N7C8,2015-02
29964,0.5,2015-11,AYVPXR2X1N7C8,2015-02
29965,1.0,2015-12,AYVPXR2X1N7C8,2015-02
29966,1730.2,2015-02,AYWARG2L7NGUB,2015-02
29967,2.0,2015-02,AYZQ0H4ZSM5Y1,2015-02
29968,2.0,2015-03,AYZQ0H4ZSM5Y1,2015-02
29969,1.0,2015-04,AYZQ0H4ZSM5Y1,2015-02
29970,4.2,2015-05,AYZQ0H4ZSM5Y1,2015-02
29971,5.0,2015-02,AZ648XVF3CVG0,2015-02
29972,4.0,2015-03,AZ648XVF3CVG0,2015-02
29973,3.0,2015-02,AZ9XVLLIT2OAF,2015-02
29974,4.0,2015-05,AZ9XVLLIT2OAF,2015-02
29975,14.0,2015-06,AZ9XVLLIT2OAF,2015-02
29976,1.0,2015-02,AZAPYW9KN9CJA,2015-02
29977,285.1,2015-02,AZDAP52FBAM3S,2015-02
29978,4.5,2015-02,AZFRVUQK7VXPR,2015-02
29979,6.0,2015-02,AZG359DA2XN9B,2015-02
29980,4.0,2016-02,AZG359DA2XN9B,2015-02
29981,3.92,2015-02,AZHKJI4SK4T2W,2015-02
29982,17.46,2015-03,AZHKJI4SK4T2W,2015-02
29983,4.6,2015-05,AZHKJI4SK4T2W,2015-02
29984,2972.8,2015-02,AZOT3DS4W9XPF,2015-02
29985,711.44,2015-03,AZOT3DS4W9XPF,2015-02
29986,449.36,2015-04,AZOT3DS4W9XPF,2015-02
29987,604.08,2015-05,AZOT3DS4W9XPF,2015-02
29988,12.0,2015-09,AZOT3DS4W9XPF,2015-02
29989,8.6,2015-02,AZV8A2M6DFDN6,2015-02
29990,6.3,2015-03,AZWC7EBI9AI09,2015-02
29991,8.8,2015-02,AZZFP2W75VI6M,2015-02
29992,9.0,2015-03,A02623261L61GKTL8FIUL,2015-03
29993,3.0,2015-03,A101B0C6MV4Y9I,2015-03
29994,4.0,2015-04,A101B0C6MV4Y9I,2015-03
29995,3.68,2015-06,A101B0C6MV4Y9I,2015-03
29996,12.6,2015-08,A101B0C6MV4Y9I,2015-03
29997,3.9,2015-03,A104MJMOJ5ZX6M,2015-03
29998,0.3,2015-04,A104YWW53RZQ6H,2015-03
29999,0.32,2015-05,A104YWW53RZQ6H,2015-03
30000,1.6,2015-03,A107LZ5Q9NPFVR,2015-03
30001,0.6,2015-04,A107LZ5Q9NPFVR,2015-03
30002,1.0,2015-03,A107O2PRQ7UQJQ,2015-03
30003,1.0,2015-08,A107O2PRQ7UQJQ,2015-03
30004,14.1,2015-03,A10BAT3L4V7T6A,2015-03
30005,5.7,2015-04,A10BAT3L4V7T6A,2015-03
30006,4.0,2015-11,A10BAT3L4V7T6A,2015-03
30007,0.4,2016-01,A10BAT3L4V7T6A,2015-03
30008,0.4,2016-02,A10BAT3L4V7T6A,2015-03
30009,2.0,2015-03,A10BYCIFSWDYYT,2015-03
30010,41.7,2015-12,A10BYCIFSWDYYT,2015-03
30011,2.5,2015-03,A10BZQP3BL41KR,2015-03
30012,0.6,2015-03,A10CFUHHFZHT09,2015-03
30013,0.4,2015-03,A10GN2UWDGG6XH,2015-03
30014,76.5,2015-03,A10J00Q14VDXYB,2015-03
30015,31.8,2015-04,A10J00Q14VDXYB,2015-03
30016,1104.3,2015-05,A10J00Q14VDXYB,2015-03
30017,42.0,2015-06,A10J00Q14VDXYB,2015-03
30018,1.0,2015-03,A10KYZ1AFS0CSB,2015-03
30019,9.8,2015-04,A10KYZ1AFS0CSB,2015-03
30020,5.0,2015-06,A10KYZ1AFS0CSB,2015-03
30021,4.5,2015-12,A10KYZ1AFS0CSB,2015-03
30022,52.08,2015-03,A10LQ5X6HAAY6V,2015-03
30023,903.56,2015-04,A10LQ5X6HAAY6V,2015-03
30024,1804.2,2015-05,A10LQ5X6HAAY6V,2015-03
30025,2433.2,2015-06,A10LQ5X6HAAY6V,2015-03
30026,1440.0,2015-08,A10LQ5X6HAAY6V,2015-03
30027,11376.0,2015-09,A10LQ5X6HAAY6V,2015-03
30028,1784.0,2015-11,A10LQ5X6HAAY6V,2015-03
30029,1704.0,2015-12,A10LQ5X6HAAY6V,2015-03
30030,809.0,2016-01,A10LQ5X6HAAY6V,2015-03
30031,3770.0,2016-02,A10LQ5X6HAAY6V,2015-03
30032,15.44,2015-03,A10M5RY1FQLSTX,2015-03
30033,6.5,2015-03,A10QD4NYY27XM2,2015-03
30034,694.0,2015-03,A10UEA7UD6K55V,2015-03
30035,663.8,2015-04,A10UEA7UD6K55V,2015-03
30036,200.28,2015-05,A10UEA7UD6K55V,2015-03
30037,300.0,2015-07,A10UEA7UD6K55V,2015-03
30038,0.02,2015-10,A10UEA7UD6K55V,2015-03
30039,2.5,2015-03,A10X5FZMT22T12,2015-03
30040,0.4,2015-03,A10X8ZZQPBIXZL,2015-03
30041,2.0,2015-03,A10XJWCD6KM6QR,2015-03
30042,16.02,2015-08,A10XJWCD6KM6QR,2015-03
30043,121.2,2015-10,A10XJWCD6KM6QR,2015-03
30044,97.0,2015-11,A10XJWCD6KM6QR,2015-03
30045,54.0,2015-12,A10XJWCD6KM6QR,2015-03
30046,52.0,2016-01,A10XJWCD6KM6QR,2015-03
30047,21.0,2016-02,A10XJWCD6KM6QR,2015-03
30048,24.0,2015-03,A110LAVWBYJKXA,2015-03
30049,2.0,2015-03,A110WX27BW5B2H,2015-03
30050,0.8,2015-03,A116WHK282AAY4,2015-03
30051,0.3,2015-03,A11GCOASTBP3US,2015-03
30052,2.0,2015-03,A11JY6MW3O5R9R,2015-03
30053,63.68,2015-03,A11NQGJXO88PBW,2015-03
30054,2.0,2015-03,A11QOIWBNHAOM8,2015-03
30055,1.7,2015-03,A11TDD9XOC0XWS,2015-03
30056,3.1,2015-04,A11TDD9XOC0XWS,2015-03
30057,1.4,2015-05,A11TDD9XOC0XWS,2015-03
30058,274.28,2015-03,A11UUJ359IVS59,2015-03
30059,1595.06,2015-04,A11UUJ359IVS59,2015-03
30060,0.5,2015-03,A11VUC33TRNK45,2015-03
30061,1.0,2015-03,A11Z3W6XHZXP4S,2015-03
30062,37.6,2015-04,A11ZPVHQYV6J8J,2015-03
30063,1.0,2015-03,A122GJAQRAAPRU,2015-03
30064,565.68,2015-03,A122K7BRUUETKR,2015-03
30065,1050.0,2015-04,A122K7BRUUETKR,2015-03
30066,0.4,2015-04,A123HI035LYCOI,2015-03
30067,0.55,2015-05,A123HI035LYCOI,2015-03
30068,902.0,2015-03,A128KJSZOUXDW9,2015-03
30069,208.6,2015-04,A128KJSZOUXDW9,2015-03
30070,1.2,2015-03,A12DYR0SH3DWS3,2015-03
30071,1.5,2015-04,A12DYR0SH3DWS3,2015-03
30072,0.36,2015-07,A12DYR0SH3DWS3,2015-03
30073,19.0,2015-03,A12FB1FGHNZ52U,2015-03
30074,0.4,2015-03,A12FP5CO39VC0O,2015-03
30075,0.7,2015-03,A12I7IV2NB7FAE,2015-03
30076,2.0,2015-05,A12I7IV2NB7FAE,2015-03
30077,12.0,2015-03,A12IAD7ICB868Q,2015-03
30078,6.0,2015-06,A12IAD7ICB868Q,2015-03
30079,2.0,2015-07,A12IAD7ICB868Q,2015-03
30080,2.0,2015-11,A12IAD7ICB868Q,2015-03
30081,2.0,2016-01,A12IAD7ICB868Q,2015-03
30082,112.0,2015-03,A12NRF5CPHQ3QC,2015-03
30083,8.0,2015-04,A12NRF5CPHQ3QC,2015-03
30084,3.8,2015-03,A12S33MG4ODNG3,2015-03
30085,2.2,2015-05,A12S33MG4ODNG3,2015-03
30086,3.5,2015-06,A12S33MG4ODNG3,2015-03
30087,2.0,2015-10,A12S33MG4ODNG3,2015-03
30088,1.4,2015-11,A12S33MG4ODNG3,2015-03
30089,5.0,2015-12,A12S33MG4ODNG3,2015-03
30090,6.0,2016-01,A12S33MG4ODNG3,2015-03
30091,1.5,2016-02,A12S33MG4ODNG3,2015-03
30092,1.4,2015-03,A12SVIPU3XLHCS,2015-03
30093,8.9,2015-04,A12SVIPU3XLHCS,2015-03
30094,6.3,2015-07,A12SVIPU3XLHCS,2015-03
30095,10.0,2015-08,A12SVIPU3XLHCS,2015-03
30096,27.7,2015-09,A12SVIPU3XLHCS,2015-03
30097,27.9,2015-10,A12SVIPU3XLHCS,2015-03
30098,17.3,2015-11,A12SVIPU3XLHCS,2015-03
30099,9.6,2015-12,A12SVIPU3XLHCS,2015-03
30100,28.3,2016-01,A12SVIPU3XLHCS,2015-03
30101,21.3,2016-02,A12SVIPU3XLHCS,2015-03
30102,5.5,2015-03,A12VACAFIOBCNZ,2015-03
30103,2.4,2015-03,A138DFSLM2G7T8,2015-03
30104,1.6,2015-11,A138DFSLM2G7T8,2015-03
30105,96.0,2015-03,A13BYBOWQR8SXK,2015-03
30106,21.5,2015-03,A13KS0I3NN6AZU,2015-03
30107,0.4,2015-06,A13KS0I3NN6AZU,2015-03
30108,12.0,2015-08,A13KS0I3NN6AZU,2015-03
30109,4.0,2015-10,A13KS0I3NN6AZU,2015-03
30110,4364.0,2015-03,A13LE8WRERSPS0,2015-03
30111,536.0,2016-01,A13LE8WRERSPS0,2015-03
30112,0.02,2015-03,A13QO4ZHN8S3XB,2015-03
30113,2.22,2015-12,A13QO4ZHN8S3XB,2015-03
30114,0.86,2016-01,A13QO4ZHN8S3XB,2015-03
30115,4.0,2015-03,A13UDU7TOKFOPS,2015-03
30116,0.22,2015-03,A13X4TUV6ZPZK9,2015-03
30117,0.4,2015-04,A13X4TUV6ZPZK9,2015-03
30118,864.36,2015-03,A13X92AK764H67,2015-03
30119,0.8,2015-03,A13XN7CZ7T7PBG,2015-03
30120,0.4,2015-05,A13XN7CZ7T7PBG,2015-03
30121,1.2,2015-08,A13XN7CZ7T7PBG,2015-03
30122,2.0,2015-09,A13XN7CZ7T7PBG,2015-03
30123,1.2,2015-10,A13XN7CZ7T7PBG,2015-03
30124,0.4,2015-11,A13XN7CZ7T7PBG,2015-03
30125,0.8,2015-12,A13XN7CZ7T7PBG,2015-03
30126,4.0,2015-03,A143EVHCT15GDZ,2015-03
30127,1.0,2015-06,A143EVHCT15GDZ,2015-03
30128,2.5,2015-10,A143EVHCT15GDZ,2015-03
30129,0.6,2015-11,A143EVHCT15GDZ,2015-03
30130,2.0,2015-03,A144C5GZR5J2S7,2015-03
30131,0.24,2015-03,A1457748LRJ075,2015-03
30132,0.3,2015-03,A1484J0JQT3HHD,2015-03
30133,154.0,2015-03,A14CSSH7BCV6UR,2015-03
30134,10.4,2015-04,A14CSSH7BCV6UR,2015-03
30135,60.9,2015-09,A14CSSH7BCV6UR,2015-03
30136,0.3,2015-03,A14OFEOCEJMLF5,2015-03
30137,378.3,2015-09,A14OFEOCEJMLF5,2015-03
30138,93.1,2015-11,A14OFEOCEJMLF5,2015-03
30139,241.6,2015-12,A14OFEOCEJMLF5,2015-03
30140,7.2,2015-03,A14TBL4H4J84K,2015-03
30141,26.28,2015-03,A14UA4DBJS63JG,2015-03
30142,2.0,2015-03,A14UPWQPMA741D,2015-03
30143,1.8,2015-03,A14XX8VA57MBVT,2015-03
30144,2.0,2015-03,A1506I40T60UJ2,2015-03
30145,4.5,2016-02,A1506I40T60UJ2,2015-03
30146,0.2,2015-03,A151TIA3F702LU,2015-03
30147,1.8,2015-03,A15349OQ1NYD90,2015-03
30148,0.4,2015-09,A15349OQ1NYD90,2015-03
30149,9.92,2015-10,A15349OQ1NYD90,2015-03
30150,3.0,2015-11,A15349OQ1NYD90,2015-03
30151,204.0,2015-03,A154T1IAR66LH,2015-03
30152,126.0,2015-04,A154T1IAR66LH,2015-03
30153,1.0,2015-03,A1551EZWVI06JX,2015-03
30154,1.8,2015-03,A159IVU78PMN6Y,2015-03
30155,0.5,2015-06,A159IVU78PMN6Y,2015-03
30156,0.5,2015-07,A159IVU78PMN6Y,2015-03
30157,6.0,2015-08,A159IVU78PMN6Y,2015-03
30158,9.4,2015-09,A159IVU78PMN6Y,2015-03
30159,9.5,2015-10,A159IVU78PMN6Y,2015-03
30160,4.0,2015-12,A159IVU78PMN6Y,2015-03
30161,16.0,2016-01,A159IVU78PMN6Y,2015-03
30162,5.4,2016-02,A159IVU78PMN6Y,2015-03
30163,0.6,2015-03,A159RIFC2Z00LE,2015-03
30164,4.8,2015-03,A15EFQ2GGKQZWS,2015-03
30165,24.0,2015-09,A15EFQ2GGKQZWS,2015-03
30166,118.72,2015-03,A15HXW3YQZESKO,2015-03
30167,155.6,2015-04,A15HXW3YQZESKO,2015-03
30168,44.0,2015-05,A15HXW3YQZESKO,2015-03
30169,376.66,2015-03,A15JMUYAFAZRD2,2015-03
30170,237.52,2015-04,A15JMUYAFAZRD2,2015-03
30171,5.04,2015-05,A15JMUYAFAZRD2,2015-03
30172,10.0,2015-03,A15M0I1742LR6K,2015-03
30173,0.2,2015-03,A15VJR2Q0RHEOG,2015-03
30174,126.66,2015-03,A15W617BMY6V7I,2015-03
30175,26.1,2015-04,A15W617BMY6V7I,2015-03
30176,4.0,2015-03,A15X95INKFC2O9,2015-03
30177,18.0,2015-05,A15X95INKFC2O9,2015-03
30178,10.0,2015-08,A15X95INKFC2O9,2015-03
30179,4.0,2015-11,A15X95INKFC2O9,2015-03
30180,2.0,2016-01,A15X95INKFC2O9,2015-03
30181,8.0,2016-02,A15X95INKFC2O9,2015-03
30182,137.6,2015-03,A1668LCG2CPU2B,2015-03
30183,10.2,2015-04,A1668LCG2CPU2B,2015-03
30184,475.8,2015-07,A1668LCG2CPU2B,2015-03
30185,664.6,2015-08,A1668LCG2CPU2B,2015-03
30186,285.0,2015-09,A1668LCG2CPU2B,2015-03
30187,15.0,2016-01,A1668LCG2CPU2B,2015-03
30188,16.0,2015-03,A168IUWDS1KQAO,2015-03
30189,72.0,2015-03,A16F1ABP9ESC4S,2015-03
30190,10.0,2015-03,A16G2N9RKQKJZR,2015-03
30191,0.6,2015-03,A16GK1REMWJNFD,2015-03
30192,2.59,2015-03,A16HL3T1R7SER8,2015-03
30193,141.4,2015-03,A16I49QU9Z9V7T,2015-03
30194,307.03,2015-05,A16I49QU9Z9V7T,2015-03
30195,149.0,2015-08,A16I49QU9Z9V7T,2015-03
30196,83.6,2015-09,A16I49QU9Z9V7T,2015-03
30197,1.1,2015-03,A16MCHZ4VPZVDE,2015-03
30198,0.54,2015-04,A16MCHZ4VPZVDE,2015-03
30199,0.4,2015-05,A16MCHZ4VPZVDE,2015-03
30200,0.22,2015-06,A16MCHZ4VPZVDE,2015-03
30201,0.08,2015-07,A16MCHZ4VPZVDE,2015-03
30202,0.14,2015-08,A16MCHZ4VPZVDE,2015-03
30203,0.16,2015-09,A16MCHZ4VPZVDE,2015-03
30204,0.04,2015-10,A16MCHZ4VPZVDE,2015-03
30205,0.12,2015-11,A16MCHZ4VPZVDE,2015-03
30206,0.22,2015-12,A16MCHZ4VPZVDE,2015-03
30207,0.08,2016-01,A16MCHZ4VPZVDE,2015-03
30208,0.4,2015-03,A16PURHEBLVV51,2015-03
30209,1.2,2015-10,A16PURHEBLVV51,2015-03
30210,8.4,2015-11,A16PURHEBLVV51,2015-03
30211,2.4,2015-12,A16PURHEBLVV51,2015-03
30212,4.0,2015-03,A16W6MR6FVF0C5,2015-03
30213,344.5,2015-03,A173CZB3T6Z4GV,2015-03
30214,42.0,2015-04,A173CZB3T6Z4GV,2015-03
30215,33.66,2015-03,A175I2SAA70NGV,2015-03
30216,109.08,2016-01,A175I2SAA70NGV,2015-03
30217,4.0,2015-03,A17DG3QC1HPYCR,2015-03
30218,0.5,2015-08,A17DG3QC1HPYCR,2015-03
30219,0.3,2015-03,A17IC4ULASSPXH,2015-03
30220,608.4,2015-03,A17MRRTEI9PKZ8,2015-03
30221,522.7,2015-04,A17MRRTEI9PKZ8,2015-03
30222,0.2,2015-03,A17MSLDSJ2A23T,2015-03
30223,31.5,2015-03,A17SL0HJO4D0JQ,2015-03
30224,1.2,2015-03,A17YEHZ3A9LIDL,2015-03
30225,4.8,2015-04,A17YEHZ3A9LIDL,2015-03
30226,1.64,2015-05,A17YEHZ3A9LIDL,2015-03
30227,53.0,2016-02,A17YEHZ3A9LIDL,2015-03
30228,102.0,2015-03,A17YUU2DKC93S6,2015-03
30229,8.0,2015-03,A181AHSJE11HQF,2015-03
30230,542.72,2015-03,A185GF054IU85X,2015-03
30231,0.5,2015-03,A18NU23VNM6EUV,2015-03
30232,2.0,2015-03,A18SEGKRIUX3L8,2015-03
30233,5.0,2015-03,A18V0G9G9QGJOA,2015-03
30234,6.0,2015-08,A18V0G9G9QGJOA,2015-03
30235,11.2,2016-01,A18V0G9G9QGJOA,2015-03
30236,5.0,2016-02,A18V0G9G9QGJOA,2015-03
30237,11.5,2015-03,A18X7JX2O6IKW,2015-03
30238,220.2,2015-05,A18X7JX2O6IKW,2015-03
30239,2.7,2015-03,A18Y7CUNXAFAP4,2015-03
30240,5.0,2015-07,A18Z2Q7NZP85US,2015-03
30241,2.0,2015-08,A18Z2Q7NZP85US,2015-03
30242,4.0,2015-11,A18Z2Q7NZP85US,2015-03
30243,6.0,2016-02,A18Z2Q7NZP85US,2015-03
30244,580.26,2015-03,A18Z89GPFQIN4C,2015-03
30245,1491.6,2015-04,A18Z89GPFQIN4C,2015-03
30246,2791.8,2015-05,A18Z89GPFQIN4C,2015-03
30247,1.85,2015-03,A190HF3SV0HRG9,2015-03
30248,0.5,2015-04,A190HF3SV0HRG9,2015-03
30249,0.2,2016-02,A190HF3SV0HRG9,2015-03
30250,6.06,2015-03,A193EJJUZ01EZW,2015-03
30251,6.7,2015-04,A193EJJUZ01EZW,2015-03
30252,1.0,2015-03,A194NMZEYXNKFI,2015-03
30253,0.8,2015-08,A194NMZEYXNKFI,2015-03
30254,7.2,2015-04,A195EBS4KJWHHX,2015-03
30255,2.4,2015-05,A195EBS4KJWHHX,2015-03
30256,0.9,2015-08,A195EBS4KJWHHX,2015-03
30257,4.65,2015-03,A196MKWE4II7YC,2015-03
30258,14.3,2015-04,A196MKWE4II7YC,2015-03
30259,3.9,2015-05,A196MKWE4II7YC,2015-03
30260,0.6,2015-06,A196MKWE4II7YC,2015-03
30261,0.8,2015-07,A196MKWE4II7YC,2015-03
30262,5.0,2015-03,A199GVNKDAMZRX,2015-03
30263,21.0,2015-03,A19CQ7W6IZ5HHG,2015-03
30264,6.1,2015-03,A19G1I8Y3EBO8I,2015-03
30265,32.5,2015-04,A19G1I8Y3EBO8I,2015-03
30266,3.3,2015-05,A19G1I8Y3EBO8I,2015-03
30267,2.0,2015-06,A19G1I8Y3EBO8I,2015-03
30268,1.0,2015-03,A19P1KD82E8YRV,2015-03
30269,12.0,2015-03,A19SZ5G3CGNRD1,2015-03
30270,12.0,2015-10,A19SZ5G3CGNRD1,2015-03
30271,46.0,2016-02,A19SZ5G3CGNRD1,2015-03
30272,8.0,2015-03,A19THG2W0QCFDP,2015-03
30273,3.5,2015-03,A19UEOJXOBEPOY,2015-03
30274,8.89,2015-03,A19YMXWRILJYUN,2015-03
30275,1.5,2015-03,A1A08HFW4GC4QM,2015-03
30276,1.0,2015-09,A1A08HFW4GC4QM,2015-03
30277,12.5,2015-03,A1A7T3B2GC8GFY,2015-03
30278,3.0,2015-04,A1A7T3B2GC8GFY,2015-03
30279,0.5,2015-03,A1AADTZA4XG46J,2015-03
30280,1.8,2015-03,A1ABQD3UMQA8VP,2015-03
30281,3.0,2015-03,A1AFULRFAFBX58,2015-03
30282,1.5,2015-05,A1AFULRFAFBX58,2015-03
30283,1.5,2015-07,A1AFULRFAFBX58,2015-03
30284,0.4,2016-02,A1AFULRFAFBX58,2015-03
30285,1.0,2015-04,A1AJ3D46IHQMMB,2015-03
30286,5.1,2015-03,A1AS3OD4C22G4G,2015-03
30287,12.4,2015-03,A1AXKMAD742TDF,2015-03
30288,1.5,2015-04,A1AXKMAD742TDF,2015-03
30289,2.26,2015-06,A1AXKMAD742TDF,2015-03
30290,3.08,2015-07,A1AXKMAD742TDF,2015-03
30291,0.88,2015-08,A1AXKMAD742TDF,2015-03
30292,0.6,2015-09,A1AXKMAD742TDF,2015-03
30293,0.6,2015-10,A1AXKMAD742TDF,2015-03
30294,3.0,2015-03,A1B4VE3OKEII4P,2015-03
30295,2.0,2015-03,A1B5TG2MEG3L0Y,2015-03
30296,4.0,2015-04,A1B5TG2MEG3L0Y,2015-03
30297,2.0,2015-08,A1B5TG2MEG3L0Y,2015-03
30298,2.0,2015-12,A1B5TG2MEG3L0Y,2015-03
30299,4.0,2016-02,A1B5TG2MEG3L0Y,2015-03
30300,3.1,2015-03,A1B64FAMUBE80Z,2015-03
30301,0.3,2015-03,A1B6A9HK0VOK1V,2015-03
30302,2.0,2015-03,A1B73OGXMLJ9VM,2015-03
30303,3.2,2015-03,A1B7O5USNHZ2UT,2015-03
30304,12.3,2015-04,A1B7O5USNHZ2UT,2015-03
30305,6.1,2015-03,A1BEUOVV61OZRO,2015-03
30306,5.0,2015-07,A1BEUOVV61OZRO,2015-03
30307,457.5,2015-03,A1BF7SL3KMFJ0D,2015-03
30308,2.8,2015-03,A1BPEQWQ5CS6DR,2015-03
30309,95.64,2015-03,A1BPYE5T5Y8FLJ,2015-03
30310,211.88,2015-05,A1BPYE5T5Y8FLJ,2015-03
30311,2.1,2015-03,A1BS1SWHLJAPX0,2015-03
30312,3.0,2015-07,A1BS1SWHLJAPX0,2015-03
30313,1.0,2015-08,A1BS1SWHLJAPX0,2015-03
30314,1.4,2016-02,A1BS1SWHLJAPX0,2015-03
30315,1.2,2015-03,A1BT5EWEOSR34D,2015-03
30316,1.44,2015-04,A1BT5EWEOSR34D,2015-03
30317,5.5,2015-05,A1BT5EWEOSR34D,2015-03
30318,1.98,2015-06,A1BT5EWEOSR34D,2015-03
30319,0.24,2015-07,A1BT5EWEOSR34D,2015-03
30320,2.32,2015-08,A1BT5EWEOSR34D,2015-03
30321,0.2,2015-09,A1BT5EWEOSR34D,2015-03
30322,2.2,2015-11,A1BT5EWEOSR34D,2015-03
30323,0.45,2015-03,A1BTRDOXX2K0F6,2015-03
30324,244.0,2015-04,A1BTRDOXX2K0F6,2015-03
30325,2.5,2015-03,A1C0HGNXACW8FV,2015-03
30326,0.9,2015-04,A1C0HGNXACW8FV,2015-03
30327,3.0,2015-03,A1C56L8B1VC5UU,2015-03
30328,2.0,2015-04,A1C56L8B1VC5UU,2015-03
30329,10.0,2015-03,A1C6KYWVVCTMTS,2015-03
30330,1479.6,2016-02,A1C6KYWVVCTMTS,2015-03
30331,4.0,2015-03,A1C8LTY41EOIYZ,2015-03
30332,6.0,2015-06,A1C8LTY41EOIYZ,2015-03
30333,3.0,2015-08,A1C8LTY41EOIYZ,2015-03
30334,17.6,2015-09,A1C8LTY41EOIYZ,2015-03
30335,2.0,2015-10,A1C8LTY41EOIYZ,2015-03
30336,7.0,2015-11,A1C8LTY41EOIYZ,2015-03
30337,3.3,2015-03,A1CDMO0BD2YC8O,2015-03
30338,4.0,2015-05,A1CDMO0BD2YC8O,2015-03
30339,0.5,2015-06,A1CDMO0BD2YC8O,2015-03
30340,7.5,2015-07,A1CDMO0BD2YC8O,2015-03
30341,3.6,2015-08,A1CDMO0BD2YC8O,2015-03
30342,18.8,2015-09,A1CDMO0BD2YC8O,2015-03
30343,3.0,2015-10,A1CDMO0BD2YC8O,2015-03
30344,1.2,2015-11,A1CDMO0BD2YC8O,2015-03
30345,3.0,2015-12,A1CDMO0BD2YC8O,2015-03
30346,1.2,2016-01,A1CDMO0BD2YC8O,2015-03
30347,1.0,2016-02,A1CDMO0BD2YC8O,2015-03
30348,30.4,2015-03,A1CFPTNN1U3NK5,2015-03
30349,210.16,2015-06,A1CFPTNN1U3NK5,2015-03
30350,2478.22,2015-07,A1CFPTNN1U3NK5,2015-03
30351,960.36,2015-09,A1CFPTNN1U3NK5,2015-03
30352,1396.44,2015-10,A1CFPTNN1U3NK5,2015-03
30353,257.94,2015-11,A1CFPTNN1U3NK5,2015-03
30354,0.3,2015-12,A1CFPTNN1U3NK5,2015-03
30355,4.5,2015-03,A1CGXILNRNIY5U,2015-03
30356,33.15,2015-03,A1CKUDBYLCZW4T,2015-03
30357,0.1,2015-03,A1CLJM2V3YT2TB,2015-03
30358,0.6,2015-03,A1CSR3SQLYC9UM,2015-03
30359,6.2,2015-07,A1CSR3SQLYC9UM,2015-03
30360,0.14,2015-03,A1CSRE2VZS7EN,2015-03
30361,4.0,2015-03,A1CX7T7PBXYDZE,2015-03
30362,6.0,2015-03,A1D1O93AGY51NO,2015-03
30363,8.4,2016-02,A1D1O93AGY51NO,2015-03
30364,6.0,2015-03,A1D2PX1RW0AKSM,2015-03
30365,132.16,2015-04,A1D2PX1RW0AKSM,2015-03
30366,1.9,2015-03,A1D41NOKPQHA3G,2015-03
30367,1.6,2015-03,A1D4RPB8BT8OVC,2015-03
30368,3.0,2015-03,A1D7GQ4U1HN7HC,2015-03
30369,3.0,2015-04,A1D7GQ4U1HN7HC,2015-03
