,reward,year_month,requesterId,cohort
3899,0.96,2014-06,A3TCVTKJX75NIR,2014-06
3900,54.0,2014-06,A3TDMY0RLL7ZPD,2014-06
3901,6.0,2014-10,A3TDMY0RLL7ZPD,2014-06
3902,6.0,2014-11,A3TDMY0RLL7ZPD,2014-06
3903,66.0,2014-06,A3TFDU5D69KU76,2014-06
3904,1.5,2014-06,A3THLDS04Q4UJO,2014-06
3905,11.1,2014-07,A3THLDS04Q4UJO,2014-06
3906,0.6,2014-08,A3THLDS04Q4UJO,2014-06
3907,1.0,2014-09,A3THLDS04Q4UJO,2014-06
3908,4.7,2014-10,A3THLDS04Q4UJO,2014-06
3909,1.0,2014-11,A3THLDS04Q4UJO,2014-06
3910,1.0,2014-12,A3THLDS04Q4UJO,2014-06
3911,2.0,2015-01,A3THLDS04Q4UJO,2014-06
3912,6.0,2015-02,A3THLDS04Q4UJO,2014-06
3913,1.0,2015-03,A3THLDS04Q4UJO,2014-06
3914,3.0,2015-04,A3THLDS04Q4UJO,2014-06
3915,0.5,2015-07,A3THLDS04Q4UJO,2014-06
3916,5.0,2015-09,A3THLDS04Q4UJO,2014-06
3917,7.0,2015-10,A3THLDS04Q4UJO,2014-06
3918,1.0,2015-11,A3THLDS04Q4UJO,2014-06
3919,10.0,2015-12,A3THLDS04Q4UJO,2014-06
3920,16.0,2016-02,A3THLDS04Q4UJO,2014-06
3921,0.5,2014-06,A3TJ2KQ9V9XRHL,2014-06
3922,9.6,2014-11,A3TJ2KQ9V9XRHL,2014-06
3923,6.6,2015-01,A3TJ2KQ9V9XRHL,2014-06
3924,0.5,2015-03,A3TJ2KQ9V9XRHL,2014-06
3925,23.1,2015-04,A3TJ2KQ9V9XRHL,2014-06
3926,6.0,2015-05,A3TJ2KQ9V9XRHL,2014-06
3927,3.4,2015-07,A3TJ2KQ9V9XRHL,2014-06
3928,3.0,2015-08,A3TJ2KQ9V9XRHL,2014-06
3929,4.5,2015-09,A3TJ2KQ9V9XRHL,2014-06
3930,23.0,2015-10,A3TJ2KQ9V9XRHL,2014-06
3931,66.0,2015-11,A3TJ2KQ9V9XRHL,2014-06
3932,2.4,2014-06,A3TNOTOLJ1IEUK,2014-06
3933,6.0,2014-06,A3TPU7AFZSLPM6,2014-06
3934,1.6,2014-06,A3TTXDILOQ3U5X,2014-06
3935,2.0,2014-07,A3TTXDILOQ3U5X,2014-06
3936,3.6,2014-08,A3TTXDILOQ3U5X,2014-06
3937,6.0,2014-09,A3TTXDILOQ3U5X,2014-06
3938,11.0,2014-10,A3TTXDILOQ3U5X,2014-06
3939,5.0,2014-11,A3TTXDILOQ3U5X,2014-06
3940,12.0,2014-12,A3TTXDILOQ3U5X,2014-06
3941,3.0,2015-01,A3TTXDILOQ3U5X,2014-06
3942,46.0,2015-02,A3TTXDILOQ3U5X,2014-06
3943,6.0,2014-06,A3TYN5PYK7P6V7,2014-06
3944,4.0,2014-11,A3TYN5PYK7P6V7,2014-06
3945,2.0,2014-12,A3TYN5PYK7P6V7,2014-06
3946,30.0,2015-02,A3TYN5PYK7P6V7,2014-06
3947,20.0,2015-04,A3TYN5PYK7P6V7,2014-06
3948,0.12,2014-06,A3U44IECU2QW82,2014-06
3949,2.2,2014-06,A3U7IIVBU42AA0,2014-06
3950,2.0,2015-03,A3U7IIVBU42AA0,2014-06
3951,1.7,2014-06,A3U7OEEN8KK4BB,2014-06
3952,5.6,2014-07,A3U7OEEN8KK4BB,2014-06
3953,6.0,2014-06,A3U80HF4E6VRF7,2014-06
3954,9.0,2014-07,A3U80HF4E6VRF7,2014-06
3955,50.0,2014-06,A3UAG7MHLPIC9N,2014-06
3956,0.4,2014-06,A3UI6A3VNF6A8P,2014-06
3957,0.32,2014-11,A3UI6A3VNF6A8P,2014-06
3958,0.02,2014-06,A3UJSQVACVIACN,2014-06
3959,4.22,2014-06,A3V2EN2NLO42BF,2014-06
3960,1.0,2014-06,A3V2WVE03QEX2O,2014-06
3961,24.0,2014-06,A3V88AEABRSVVV,2014-06
3962,2.0,2014-07,A3V88AEABRSVVV,2014-06
3963,2.0,2014-06,A3VDX22OJYFJQK,2014-06
3964,1.5,2014-07,A3VG1KE2LU97NB,2014-06
3965,0.1,2014-06,A3VISJW9VA2TEK,2014-06
3966,1.8,2014-06,A3VK5XOWKDG00M,2014-06
3967,2.75,2014-06,A3VM14JANA7EOV,2014-06
3968,0.1,2014-07,A3VM14JANA7EOV,2014-06
3969,0.2,2015-08,A3VM14JANA7EOV,2014-06
3970,9.0,2016-02,A3VM14JANA7EOV,2014-06
3971,0.7,2014-06,A3VNO1ABHU4B73,2014-06
3972,3.2,2014-06,A3VNR3AMOQEVHH,2014-06
3973,6.8,2014-07,A3VNR3AMOQEVHH,2014-06
3974,1.2,2014-10,A3VNR3AMOQEVHH,2014-06
3975,2.4,2014-12,A3VNR3AMOQEVHH,2014-06
3976,1.4,2015-01,A3VNR3AMOQEVHH,2014-06
3977,6.8,2015-02,A3VNR3AMOQEVHH,2014-06
3978,1.2,2015-03,A3VNR3AMOQEVHH,2014-06
3979,13.0,2015-04,A3VNR3AMOQEVHH,2014-06
3980,2.8,2015-07,A3VNR3AMOQEVHH,2014-06
3981,2.0,2014-06,A3VPKQM5WP098T,2014-06
3982,6.0,2014-07,A3VPKQM5WP098T,2014-06
3983,3.0,2014-08,A3VPKQM5WP098T,2014-06
3984,1.0,2014-09,A3VPKQM5WP098T,2014-06
3985,1.0,2014-10,A3VPKQM5WP098T,2014-06
3986,2.0,2015-02,A3VPKQM5WP098T,2014-06
3987,2.0,2015-03,A3VPKQM5WP098T,2014-06
3988,7.0,2015-07,A3VPKQM5WP098T,2014-06
3989,6.2,2014-06,A3VTC8BW3AKV8V,2014-06
3990,106.82,2014-06,A3VW8A3BOUE7Q2,2014-06
3991,2.4,2014-06,A3VY8B0VEACFWT,2014-06
3992,8.56,2014-07,A3VY8B0VEACFWT,2014-06
3993,1.0,2014-09,A3VY8B0VEACFWT,2014-06
3994,3.2,2015-01,A3VY8B0VEACFWT,2014-06
3995,0.8,2015-11,A3VY8B0VEACFWT,2014-06
3996,0.6,2014-06,A3VY8JE845L0U9,2014-06
3997,113.25,2014-06,A3W3KWCVMMYTO,2014-06
3998,15.44,2014-06,A3X4QWQO0RUGA,2014-06
3999,35.16,2014-06,A421WPKGZZPFG,2014-06
4000,2.9,2014-06,A43T7WP1GWEK3,2014-06
4001,3.6,2014-08,A43T7WP1GWEK3,2014-06
4002,0.9,2014-09,A43T7WP1GWEK3,2014-06
4003,8.4,2014-12,A43T7WP1GWEK3,2014-06
4004,0.7,2015-02,A43T7WP1GWEK3,2014-06
4005,4.15,2015-03,A43T7WP1GWEK3,2014-06
4006,9.9,2015-04,A43T7WP1GWEK3,2014-06
4007,4.6,2015-05,A43T7WP1GWEK3,2014-06
4008,6.4,2015-06,A43T7WP1GWEK3,2014-06
4009,11.1,2015-07,A43T7WP1GWEK3,2014-06
4010,5.0,2015-11,A43T7WP1GWEK3,2014-06
4011,12.0,2015-12,A43T7WP1GWEK3,2014-06
4012,3.0,2014-06,A48FPPZGE07MU,2014-06
4013,3.0,2014-07,A48FPPZGE07MU,2014-06
4014,8.7,2014-08,A48FPPZGE07MU,2014-06
4015,7.4,2015-02,A48FPPZGE07MU,2014-06
4016,9.5,2015-03,A48FPPZGE07MU,2014-06
4017,2.0,2015-04,A48FPPZGE07MU,2014-06
4018,6.0,2015-07,A48FPPZGE07MU,2014-06
4019,8.0,2015-08,A48FPPZGE07MU,2014-06
4020,1.8,2014-06,A4ARS1L20FJ44,2014-06
4021,3.8,2014-08,A4ARS1L20FJ44,2014-06
4022,6.0,2014-06,A4C7JWIOHY9DJ,2014-06
4023,3.2,2014-06,A4CEV0K4URDTQ,2014-06
4024,13.6,2014-08,A4CEV0K4URDTQ,2014-06
4025,37.6,2014-09,A4CEV0K4URDTQ,2014-06
4026,78.7,2014-10,A4CEV0K4URDTQ,2014-06
4027,85.4,2014-11,A4CEV0K4URDTQ,2014-06
4028,30.9,2014-12,A4CEV0K4URDTQ,2014-06
4029,12.8,2015-01,A4CEV0K4URDTQ,2014-06
4030,49.8,2015-02,A4CEV0K4URDTQ,2014-06
4031,0.2,2014-06,A4GSYF6TKK4ZF,2014-06
4032,0.1,2014-07,A4HDV389EY9ES,2014-06
4033,212.56,2014-06,A4L1201QES12D,2014-06
4034,69.84,2014-09,A4L1201QES12D,2014-06
4035,1.52,2014-06,A4MJDCIQ6UQF9,2014-06
4036,1.4,2014-07,A4MJDCIQ6UQF9,2014-06
4037,90.0,2014-06,A4NBORJX0LB24,2014-06
4038,15.0,2014-07,A4NBORJX0LB24,2014-06
4039,180.0,2014-08,A4NBORJX0LB24,2014-06
4040,100.0,2014-09,A4NBORJX0LB24,2014-06
4041,1.4,2014-06,A4PQ8J5AIJM2L,2014-06
4042,0.48,2014-07,A4PQ8J5AIJM2L,2014-06
4043,0.24,2014-08,A4PQ8J5AIJM2L,2014-06
4044,6.0,2014-06,A4RNPT5JHBJWB,2014-06
4045,43.5,2014-06,A4SSYO0HDVD4E,2014-06
4046,438.0,2014-07,A4SSYO0HDVD4E,2014-06
4047,870.0,2014-09,A4SSYO0HDVD4E,2014-06
4048,1332.8,2014-11,A4SSYO0HDVD4E,2014-06
4049,3.0,2015-02,A4SSYO0HDVD4E,2014-06
4050,2191.5,2015-05,A4SSYO0HDVD4E,2014-06
4051,1824.0,2015-06,A4SSYO0HDVD4E,2014-06
4052,96.0,2015-07,A4SSYO0HDVD4E,2014-06
4053,1437.0,2015-08,A4SSYO0HDVD4E,2014-06
4054,1428.0,2015-09,A4SSYO0HDVD4E,2014-06
4055,280.0,2015-10,A4SSYO0HDVD4E,2014-06
4056,446.0,2015-11,A4SSYO0HDVD4E,2014-06
4057,1044.5,2015-12,A4SSYO0HDVD4E,2014-06
4058,972.0,2016-01,A4SSYO0HDVD4E,2014-06
4059,3678.0,2016-02,A4SSYO0HDVD4E,2014-06
4060,1.4,2014-06,A4YNNQT4Q7PFP,2014-06
4061,0.5,2014-07,A4YNNQT4Q7PFP,2014-06
4062,0.4,2014-09,A4YNNQT4Q7PFP,2014-06
4063,2.9,2014-10,A4YNNQT4Q7PFP,2014-06
4064,10.0,2014-11,A4YNNQT4Q7PFP,2014-06
4065,0.3,2015-01,A4YNNQT4Q7PFP,2014-06
4066,7.0,2015-02,A4YNNQT4Q7PFP,2014-06
4067,0.4,2015-03,A4YNNQT4Q7PFP,2014-06
4068,1.2,2015-04,A4YNNQT4Q7PFP,2014-06
4069,0.6,2015-05,A4YNNQT4Q7PFP,2014-06
4070,2.1,2014-06,A4Z77ZUTLAJ05,2014-06
4071,0.5,2015-02,A4Z77ZUTLAJ05,2014-06
4072,49.6,2014-06,A517VWWKNCLE3,2014-06
4073,1.3,2014-06,A55GVRUJKR7KS,2014-06
4074,1.0,2014-06,A5HWMAR32NSMP,2014-06
4075,1.7,2014-06,A5J9PRI1CRIHE,2014-06
4076,0.9,2014-07,A5J9PRI1CRIHE,2014-06
4077,8.1,2014-08,A5J9PRI1CRIHE,2014-06
4078,0.72,2014-09,A5J9PRI1CRIHE,2014-06
4079,0.12,2014-10,A5J9PRI1CRIHE,2014-06
4080,0.24,2014-11,A5J9PRI1CRIHE,2014-06
4081,0.84,2014-12,A5J9PRI1CRIHE,2014-06
4082,0.6,2015-04,A5J9PRI1CRIHE,2014-06
4083,6.3,2015-05,A5J9PRI1CRIHE,2014-06
4084,1.0,2015-06,A5J9PRI1CRIHE,2014-06
4085,0.4,2015-11,A5J9PRI1CRIHE,2014-06
4086,6.0,2014-06,A5NTJIVEMQR91,2014-06
4087,4.0,2015-01,A5NTJIVEMQR91,2014-06
4088,4.0,2015-02,A5NTJIVEMQR91,2014-06
4089,1.7,2015-05,A5NTJIVEMQR91,2014-06
4090,3.0,2014-06,A5PE9LGECCMDD,2014-06
4091,24.0,2014-06,A5QIBE5ILT797,2014-06
4092,1.7,2014-06,A5X9R2NX1MFEP,2014-06
4093,4.2,2014-07,A5X9R2NX1MFEP,2014-06
4094,5.0,2014-06,A62YJC72N72IM,2014-06
4095,3.9,2014-07,A62YJC72N72IM,2014-06
4096,1.2,2014-08,A62YJC72N72IM,2014-06
4097,0.96,2014-10,A62YJC72N72IM,2014-06
4098,3.9,2014-11,A62YJC72N72IM,2014-06
4099,1.4,2015-06,A62YJC72N72IM,2014-06
4100,7.36,2015-07,A62YJC72N72IM,2014-06
4101,7.2,2015-08,A62YJC72N72IM,2014-06
4102,4.6,2016-01,A62YJC72N72IM,2014-06
4103,1.2,2016-02,A62YJC72N72IM,2014-06
4104,1.45,2014-06,A63N5LUL62LVN,2014-06
4105,1.1,2014-09,A63N5LUL62LVN,2014-06
4106,1.0,2014-06,A64ZNZLK9PRFO,2014-06
4107,2.4,2014-07,A64ZNZLK9PRFO,2014-06
4108,1.2,2014-10,A64ZNZLK9PRFO,2014-06
4109,1.0,2015-02,A64ZNZLK9PRFO,2014-06
4110,2.3,2015-05,A64ZNZLK9PRFO,2014-06
4111,4.5,2015-07,A64ZNZLK9PRFO,2014-06
4112,11.8,2015-08,A64ZNZLK9PRFO,2014-06
4113,9.3,2015-09,A64ZNZLK9PRFO,2014-06
4114,0.6,2015-11,A64ZNZLK9PRFO,2014-06
4115,0.6,2015-12,A64ZNZLK9PRFO,2014-06
4116,11.7,2016-01,A64ZNZLK9PRFO,2014-06
4117,5.4,2014-06,A68WYQYZR6FPO,2014-06
4118,16.0,2015-03,A6AILYBOSANIR,2014-06
4119,25.5,2015-04,A6AILYBOSANIR,2014-06
4120,11.55,2015-05,A6AILYBOSANIR,2014-06
4121,24.45,2015-06,A6AILYBOSANIR,2014-06
4122,3.1,2015-07,A6AILYBOSANIR,2014-06
4123,70.0,2016-02,A6AILYBOSANIR,2014-06
4124,3.6,2014-06,A6B1W073CFZ1S,2014-06
4125,1.5,2014-06,A6F4ZNJZPPEPP,2014-06
4126,1.0,2014-07,A6F4ZNJZPPEPP,2014-06
4127,32.52,2014-06,A6FE9VLTXNAVS,2014-06
4128,960.8,2014-07,A6FE9VLTXNAVS,2014-06
4129,4.0,2014-06,A6LCABS5GFSVI,2014-06
4130,4.5,2015-04,A6LCABS5GFSVI,2014-06
4131,1.5,2014-06,A6P8VOQUGDIHW,2014-06
4132,5.0,2014-07,A6P8VOQUGDIHW,2014-06
4133,1.4,2014-08,A6P8VOQUGDIHW,2014-06
4134,6.0,2014-09,A6P8VOQUGDIHW,2014-06
4135,1.43,2014-06,A6XPFN75R3MRZ,2014-06
4136,0.14,2014-07,A6XPFN75R3MRZ,2014-06
4137,461.4,2014-06,A6YLBJWSZ5EN5,2014-06
4138,0.98,2014-06,A6ZPDA455BR9E,2014-06
4139,43.5,2014-07,A6ZPDA455BR9E,2014-06
4140,0.16,2014-08,A6ZPDA455BR9E,2014-06
4141,4.42,2014-09,A6ZPDA455BR9E,2014-06
4142,27.4,2014-10,A6ZPDA455BR9E,2014-06
4143,0.1,2014-06,A74JCH8YR8HWW,2014-06
4144,67.0,2014-06,A75PFPEMD11TU,2014-06
4145,32.0,2014-06,A78NKUI3R1VQU,2014-06
4146,167.97,2014-06,A7DJAP0H5HL0C,2014-06
4147,466.46,2014-07,A7DJAP0H5HL0C,2014-06
4148,265.48,2014-08,A7DJAP0H5HL0C,2014-06
4149,22.66,2014-09,A7DJAP0H5HL0C,2014-06
4150,164.82,2014-10,A7DJAP0H5HL0C,2014-06
4151,1005.54,2014-11,A7DJAP0H5HL0C,2014-06
4152,2426.95,2014-12,A7DJAP0H5HL0C,2014-06
4153,2948.44,2015-01,A7DJAP0H5HL0C,2014-06
4154,391.42,2015-02,A7DJAP0H5HL0C,2014-06
4155,382.57,2015-03,A7DJAP0H5HL0C,2014-06
4156,227.11,2015-04,A7DJAP0H5HL0C,2014-06
4157,352.83,2015-05,A7DJAP0H5HL0C,2014-06
4158,860.54,2015-06,A7DJAP0H5HL0C,2014-06
4159,177.68,2015-07,A7DJAP0H5HL0C,2014-06
4160,110.82,2015-08,A7DJAP0H5HL0C,2014-06
4161,15.96,2015-12,A7DJAP0H5HL0C,2014-06
4162,18.0,2014-06,A7E1KDZAT8Y7Q,2014-06
4163,69.2,2014-07,A7E1KDZAT8Y7Q,2014-06
4164,1.2,2014-06,A7F319W1PHLXL,2014-06
4165,5.3,2014-06,A7F4V5SW5MMJU,2014-06
4166,18.0,2014-08,A7F4V5SW5MMJU,2014-06
4167,5.0,2014-09,A7F4V5SW5MMJU,2014-06
4168,1.0,2015-01,A7F4V5SW5MMJU,2014-06
4169,15.0,2015-08,A7F4V5SW5MMJU,2014-06
4170,12.0,2015-09,A7F4V5SW5MMJU,2014-06
4171,0.3,2016-01,A7F4V5SW5MMJU,2014-06
4172,6.74,2016-02,A7F4V5SW5MMJU,2014-06
4173,2.56,2014-06,A7G7KPCOMBPRY,2014-06
4174,0.88,2014-07,A7G7KPCOMBPRY,2014-06
4175,4.15,2014-08,A7G7KPCOMBPRY,2014-06
4176,10.0,2014-06,A865X107G8MXN,2014-06
4177,36.0,2015-01,A865X107G8MXN,2014-06
4178,24.0,2015-03,A865X107G8MXN,2014-06
4179,24.0,2015-05,A865X107G8MXN,2014-06
4180,8.0,2015-06,A865X107G8MXN,2014-06
4181,4.0,2015-12,A865X107G8MXN,2014-06
4182,76.0,2016-01,A865X107G8MXN,2014-06
4183,70.0,2014-06,A88R5W1YD2YT2,2014-06
4184,12.0,2014-10,A88R5W1YD2YT2,2014-06
4185,10.0,2015-03,A88R5W1YD2YT2,2014-06
4186,1.5,2014-06,A89WZ4UGP0BOF,2014-06
4187,6.0,2014-06,A8DV90NO6MNW1,2014-06
4188,1.5,2014-07,A8DV90NO6MNW1,2014-06
4189,8.0,2014-11,A8DV90NO6MNW1,2014-06
4190,3.0,2015-02,A8DV90NO6MNW1,2014-06
4191,6.0,2015-04,A8DV90NO6MNW1,2014-06
4192,2.0,2015-06,A8DV90NO6MNW1,2014-06
4193,4.0,2015-10,A8DV90NO6MNW1,2014-06
4194,16.0,2015-12,A8DV90NO6MNW1,2014-06
4195,3.6,2014-06,A8J101ZW8ZVRC,2014-06
4196,7.0,2014-07,A8J101ZW8ZVRC,2014-06
4197,7.0,2015-10,A8J101ZW8ZVRC,2014-06
4198,120.0,2014-06,A8K031DBEHSGR,2014-06
4199,10.0,2014-07,A8K031DBEHSGR,2014-06
4200,22.0,2014-06,A8MBVA9GEBRD6,2014-06
4201,10.0,2014-07,A8MBVA9GEBRD6,2014-06
4202,4.5,2014-08,A8MBVA9GEBRD6,2014-06
4203,0.1,2014-06,A8N1RNH9DINU4,2014-06
4204,0.1,2014-10,A8N1RNH9DINU4,2014-06
4205,4.0,2014-06,A8NHLUWFSIU3S,2014-06
4206,2.0,2015-04,A8NHLUWFSIU3S,2014-06
4207,1.0,2015-09,A8NHLUWFSIU3S,2014-06
4208,4.0,2015-11,A8NHLUWFSIU3S,2014-06
4209,2.8,2016-01,A8NHLUWFSIU3S,2014-06
4210,1.32,2014-06,A8SLU5HK3P01Q,2014-06
4211,0.88,2015-02,A8SLU5HK3P01Q,2014-06
4212,2.2,2014-07,A8UXGI4WDYXXD,2014-06
4213,50.0,2014-06,A8Z02AYAM7AU7,2014-06
4214,0.15,2014-06,A913ZMR6EMUQN,2014-06
4215,1.71,2014-07,A913ZMR6EMUQN,2014-06
4216,0.04,2014-06,A9CHJ6NMKMBA5,2014-06
4217,4.5,2014-06,A9MNPS2I3QFAU,2014-06
4218,9.84,2014-06,AA3AURDL26ZBF,2014-06
4219,30.3,2014-06,AABMX8NLV6KJZ,2014-06
4220,5783.7,2014-08,AABMX8NLV6KJZ,2014-06
4221,37.2,2014-09,AABMX8NLV6KJZ,2014-06
4222,3.0,2015-06,AABMX8NLV6KJZ,2014-06
4223,2.5,2014-06,AAE6J7KQH0TQQ,2014-06
4224,20.0,2014-06,AAHN00HGZT85R,2014-06
4225,1.0,2014-06,AAJ8DG99YYFZ3,2014-06
4226,5.4,2014-07,AAJ8DG99YYFZ3,2014-06
4227,3.3,2014-09,AAJ8DG99YYFZ3,2014-06
4228,0.72,2014-07,AAJP0BIL8ILME,2014-06
4229,0.02,2014-06,AAOW36LWC7820,2014-06
4230,6.0,2014-06,AAPP4BAZF4971,2014-06
4231,539.5,2014-06,AAQQJ8AWX96NK,2014-06
4232,10.6,2014-06,AATZELQFQTCL7,2014-06
4233,0.1,2014-06,AAU5BT8YA7IE9,2014-06
4234,60.0,2014-06,AAWYE52O2ZYBV,2014-06
4235,738.0,2014-07,AAWYE52O2ZYBV,2014-06
4236,624.0,2014-08,AAWYE52O2ZYBV,2014-06
4237,156.0,2014-09,AAWYE52O2ZYBV,2014-06
4238,0.4,2014-06,AB12C66ZWJY8C,2014-06
4239,0.4,2014-07,AB12C66ZWJY8C,2014-06
4240,12.6,2014-06,AB17OHJNS6E9O,2014-06
4241,0.5,2014-07,AB7F6PMGV5XY3,2014-06
4242,2.0,2015-02,AB7F6PMGV5XY3,2014-06
4243,24.1,2015-03,AB7F6PMGV5XY3,2014-06
4244,4.0,2015-05,AB7F6PMGV5XY3,2014-06
4245,2.0,2015-06,AB7F6PMGV5XY3,2014-06
4246,37.7,2015-08,AB7F6PMGV5XY3,2014-06
4247,144.0,2015-10,AB7F6PMGV5XY3,2014-06
4248,46.0,2015-11,AB7F6PMGV5XY3,2014-06
4249,2.1,2016-01,AB7F6PMGV5XY3,2014-06
4250,95.0,2016-02,AB7F6PMGV5XY3,2014-06
4251,230.22,2014-06,AB82A9A5Q0JW7,2014-06
4252,1.5,2014-06,ABIUW8FBC3EE7,2014-06
4253,7.6,2014-08,ABIUW8FBC3EE7,2014-06
4254,12.0,2014-09,ABIUW8FBC3EE7,2014-06
4255,20.0,2014-10,ABIUW8FBC3EE7,2014-06
4256,19.6,2014-11,ABIUW8FBC3EE7,2014-06
4257,64.14,2014-12,ABIUW8FBC3EE7,2014-06
4258,21.5,2015-01,ABIUW8FBC3EE7,2014-06
4259,10.1,2015-02,ABIUW8FBC3EE7,2014-06
4260,28.1,2015-03,ABIUW8FBC3EE7,2014-06
4261,13.02,2015-04,ABIUW8FBC3EE7,2014-06
4262,13.0,2015-05,ABIUW8FBC3EE7,2014-06
4263,12.72,2015-06,ABIUW8FBC3EE7,2014-06
4264,18.2,2015-07,ABIUW8FBC3EE7,2014-06
4265,33.2,2015-08,ABIUW8FBC3EE7,2014-06
4266,27.8,2015-09,ABIUW8FBC3EE7,2014-06
4267,999.2,2015-10,ABIUW8FBC3EE7,2014-06
4268,601.6,2015-11,ABIUW8FBC3EE7,2014-06
4269,53.6,2015-12,ABIUW8FBC3EE7,2014-06
4270,28.8,2016-01,ABIUW8FBC3EE7,2014-06
4271,26.8,2016-02,ABIUW8FBC3EE7,2014-06
4272,20.0,2014-06,ABJFYV6SEFUX5,2014-06
4273,3.0,2014-06,ABNPXKGRN8PT5,2014-06
4274,0.5,2014-09,ABNPXKGRN8PT5,2014-06
4275,0.5,2014-06,ABPQ89RDRHSZ,2014-06
4276,0.8,2014-07,ABPQ89RDRHSZ,2014-06
4277,2.5,2014-06,ABV9M4HB62XXY,2014-06
4278,16.8,2014-09,ABV9M4HB62XXY,2014-06
4279,0.8,2014-11,ABV9M4HB62XXY,2014-06
4280,0.8,2014-12,ABV9M4HB62XXY,2014-06
4281,0.2,2015-09,ABV9M4HB62XXY,2014-06
4282,1.4,2014-06,ABVINOXEWGKC0,2014-06
4283,1.3,2014-07,ABVINOXEWGKC0,2014-06
4284,1.3,2014-08,ABVINOXEWGKC0,2014-06
4285,1.5,2015-03,ABVINOXEWGKC0,2014-06
4286,1.5,2015-05,ABVINOXEWGKC0,2014-06
4287,12.3,2014-06,ABWEWW1XI7ESO,2014-06
4288,2.0,2015-04,ABWEWW1XI7ESO,2014-06
4289,14.0,2015-05,ABWEWW1XI7ESO,2014-06
4290,1.8,2016-02,ABWEWW1XI7ESO,2014-06
4291,0.5,2014-06,ABZTEUZFIHL72,2014-06
4292,24.0,2014-06,AC11AWLAYUIQ4,2014-06
4293,10.28,2015-08,AC11AWLAYUIQ4,2014-06
4294,12.6,2014-06,AC4FRIRZ7913H,2014-06
4295,1.2,2014-08,AC4FRIRZ7913H,2014-06
4296,92.76,2014-09,AC4FRIRZ7913H,2014-06
4297,7.2,2015-01,AC4FRIRZ7913H,2014-06
4298,2.2,2015-02,AC4FRIRZ7913H,2014-06
4299,2.0,2015-05,AC4FRIRZ7913H,2014-06
4300,4.4,2015-06,AC4FRIRZ7913H,2014-06
4301,0.6,2015-08,AC4FRIRZ7913H,2014-06
4302,923.0,2015-09,AC4FRIRZ7913H,2014-06
4303,3.2,2015-10,AC4FRIRZ7913H,2014-06
4304,0.1,2015-12,AC4FRIRZ7913H,2014-06
4305,0.2,2014-06,AC602HL90JHWA,2014-06
4306,4.16,2014-07,AC602HL90JHWA,2014-06
4307,4.4,2014-08,AC602HL90JHWA,2014-06
4308,0.2,2014-06,ACF8ZEJFDTXEV,2014-06
4309,695.2,2014-06,ACG6BC501YHFW,2014-06
4310,156.0,2014-07,ACG6BC501YHFW,2014-06
4311,4.0,2014-06,ACIFHUMI2DZEW,2014-06
4312,7.2,2014-08,ACIFHUMI2DZEW,2014-06
4313,14.5,2015-02,ACIFHUMI2DZEW,2014-06
4314,4.72,2015-03,ACIFHUMI2DZEW,2014-06
4315,1.0,2014-06,ACMPRL7LPZZFI,2014-06
4316,6.0,2014-07,ACMPRL7LPZZFI,2014-06
4317,0.4,2014-08,ACMPRL7LPZZFI,2014-06
4318,4.0,2014-06,ACPR6V52OFZL2,2014-06
4319,30.0,2014-06,ACYD2027IG3BY,2014-06
4320,10.0,2014-07,ACYD2027IG3BY,2014-06
4321,20.0,2015-03,ACYD2027IG3BY,2014-06
4322,8.0,2014-06,AD3JIILTNLG6M,2014-06
4323,8.0,2014-06,AD3VEMRDSYWEM,2014-06
4324,19.3,2014-06,AD5AX3X84I247,2014-06
4325,5.5,2014-08,AD5AX3X84I247,2014-06
4326,13.16,2015-01,AD5AX3X84I247,2014-06
4327,2.8,2015-03,AD5AX3X84I247,2014-06
4328,11.46,2015-04,AD5AX3X84I247,2014-06
4329,1.6,2015-05,AD5AX3X84I247,2014-06
4330,31.35,2015-06,AD5AX3X84I247,2014-06
4331,23.75,2015-07,AD5AX3X84I247,2014-06
4332,7.35,2015-09,AD5AX3X84I247,2014-06
4333,2.4,2015-10,AD5AX3X84I247,2014-06
4334,35.85,2015-11,AD5AX3X84I247,2014-06
4335,5.0,2014-06,ADA7X6KA5LK8Q,2014-06
4336,111.2,2014-06,ADFF41A252H5Z,2014-06
4337,5.6,2014-07,ADFF41A252H5Z,2014-06
4338,262.86,2015-06,ADFF41A252H5Z,2014-06
4339,20.02,2015-07,ADFF41A252H5Z,2014-06
4340,0.58,2014-06,ADG0QS9WZSPOZ,2014-06
4341,0.6,2014-06,ADKOG48MJSRS5,2014-06
4342,1.0,2014-06,ADO3FPARMLRRM,2014-06
4343,0.1,2014-06,ADOKEIFND31J4,2014-06
4344,397.5,2014-08,ADOKEIFND31J4,2014-06
4345,284.9,2014-09,ADOKEIFND31J4,2014-06
4346,1704.08,2015-01,ADOKEIFND31J4,2014-06
4347,13.4,2014-06,ADOSO2P0UTPNU,2014-06
4348,4.2,2015-02,ADOSO2P0UTPNU,2014-06
4349,201.0,2015-03,ADOSO2P0UTPNU,2014-06
4350,1.4,2015-04,ADOSO2P0UTPNU,2014-06
4351,1.2,2015-05,ADOSO2P0UTPNU,2014-06
4352,14.4,2015-10,ADOSO2P0UTPNU,2014-06
4353,79.72,2015-11,ADOSO2P0UTPNU,2014-06
4354,85.16,2015-12,ADOSO2P0UTPNU,2014-06
